date,hour,district,OS,RA,QS,RD,SS,SLC,SO,ST,SUT
1,0,강남구,387,6962,3539,490,102,106,175,404,35
1,0,강동구,30,1664,1060,30,0,1,11,2,1
1,0,강북구,8,1861,999,236,18,21,43,4,2
1,0,강서구,129,2175,681,343,6,18,75,20,11
1,0,관악구,21,1525,934,171,27,22,23,33,10
1,0,광진구,164,1780,538,16,0,13,12,3,2
1,0,구로구,41,1649,1064,532,26,30,36,26,10
1,0,금천구,17,637,16,696,23,9,3,9,5
1,0,노원구,91,2104,1070,26,2,87,53,21,6
1,0,도봉구,0,1504,1379,30,0,12,24,9,1
1,0,동대문구,89,1231,753,13,0,25,19,11,4
1,0,동작구,41,1993,688,579,29,16,14,5,3
1,0,마포구,185,2332,2092,1731,892,38,36,24,6
1,0,서대문구,218,1306,209,540,140,21,17,18,2
1,0,서초구,315,3394,687,687,45,113,74,221,34
1,0,성동구,273,1493,221,5,0,1,34,3,1
1,0,성북구,80,2292,1336,165,10,156,71,52,14
1,0,송파구,164,4830,2826,865,17,8,80,42,10
1,0,양천구,552,3623,1262,272,5,5,5,5,4
1,0,영등포구,167,1645,383,361,15,55,59,31,8
1,0,용산구,270,2546,1453,101,1,34,27,8,4
1,0,은평구,0,164,21,92,36,48,3,7,2
1,0,종로구,30,1414,690,136,153,103,65,70,6
1,0,중구,10,605,522,436,197,20,18,28,5
1,0,중랑구,103,1321,381,155,2763,59,54,55,7
1,1,강남구,275,1426,649,327,16,29,28,143,13
1,1,강동구,130,1137,738,97,0,3,20,2,1
1,1,강북구,19,2528,1782,112,0,28,59,17,4
1,1,강서구,322,3195,981,308,36,4,46,5,6
1,1,관악구,65,2711,1755,34,0,1,45,6,3
1,1,광진구,153,1073,1018,0,0,18,17,5,2
1,1,구로구,150,942,646,81,2,18,8,6,3
1,1,금천구,96,802,392,23,0,7,9,4,1
1,1,노원구,167,1820,1308,369,296,0,27,2,0
1,1,도봉구,51,1846,1374,8,0,13,22,3,1
1,1,동대문구,121,687,212,9,0,15,27,11,5
1,1,동작구,124,1688,615,14,1,4,42,3,0
1,1,마포구,190,1513,916,29,1,3,35,10,0
1,1,서대문구,148,638,100,44,0,25,28,13,1
1,1,서초구,317,3789,2125,14,0,9,76,19,3
1,1,성동구,332,1572,747,7,0,6,16,6,1
1,1,성북구,229,1754,830,875,245,25,41,8,1
1,1,송파구,205,1536,1244,227,7,35,45,32,2
1,1,양천구,753,2931,1450,38,0,1,27,6,0
1,1,영등포구,160,1810,522,78,2,16,71,29,7
1,1,용산구,470,2547,983,32,2,3,64,2,2
1,1,은평구,9,684,351,6,0,43,5,31,5
1,1,종로구,163,484,20,519,222,23,23,11,1
1,1,중구,25,362,96,144,60,43,13,14,2
1,1,중랑구,218,2186,996,248,380,42,36,29,11
1,2,강남구,765,3248,1535,514,0,25,75,15,4
1,2,강동구,134,811,556,8,0,6,13,2,0
1,2,강북구,42,160,119,0,0,5,0,0,0
1,2,강서구,173,461,3,188,6,33,13,12,3
1,2,관악구,14,2836,1668,0,0,0,52,8,1
1,2,광진구,428,1519,583,14,0,10,9,3,0
1,2,구로구,73,750,233,9,0,2,11,2,0
1,2,금천구,160,573,88,4,0,6,22,1,1
1,2,노원구,119,1719,1485,0,0,48,32,10,2
1,2,도봉구,11,216,122,0,0,1,1,0,0
1,2,동대문구,340,2085,1242,0,0,9,36,11,2
1,2,동작구,130,550,77,256,0,4,21,3,0
1,2,마포구,300,1581,1234,51,0,0,29,2,2
1,2,서대문구,208,1112,338,62,6,7,54,7,0
1,2,서초구,1252,2507,1070,939,2,35,84,24,13
1,2,성동구,762,1463,168,76,1,26,59,20,4
1,2,성북구,122,2745,1548,0,0,66,97,24,4
1,2,송파구,286,1129,159,176,2,5,24,7,1
1,2,양천구,1501,3234,1513,18,0,4,4,1,0
1,2,영등포구,353,1614,202,445,10,17,37,20,8
1,2,용산구,493,3476,1345,145,2,6,94,18,1
1,2,은평구,117,1303,1020,99,12,11,53,12,3
1,2,종로구,24,2045,1660,13,0,39,84,19,6
1,2,중구,48,2384,1449,194,29,38,121,35,9
1,2,중랑구,143,2372,2429,0,0,20,53,4,2
1,3,강남구,320,1519,336,567,0,37,53,5,2
1,3,강동구,8,202,64,22,0,0,0,0,0
1,3,강북구,44,462,354,0,0,4,7,0,0
1,3,강서구,148,2369,988,32,2,33,56,16,6
1,3,관악구,262,2232,1465,0,0,1,40,3,1
1,3,광진구,314,1366,927,38,0,1,45,10,3
1,3,구로구,2,38,7,4,0,14,1,4,0
1,3,금천구,5,44,75,0,0,1,0,0,0
1,3,노원구,347,3022,1188,69,0,3,59,8,3
1,3,도봉구,10,1144,985,0,0,1,20,4,2
1,3,동대문구,216,1270,517,0,0,4,36,8,3
1,3,동작구,250,1433,624,4,0,30,47,12,2
1,3,마포구,557,2776,1949,65,0,6,87,17,8
1,3,서대문구,197,1756,1045,0,0,0,48,7,3
1,3,서초구,576,2252,2798,130,1,55,98,22,6
1,3,성동구,637,1702,817,32,0,46,46,8,2
1,3,성북구,533,1559,563,7,0,41,40,13,3
1,3,송파구,99,1007,389,195,8,0,20,0,1
1,3,양천구,1415,3598,1061,0,0,5,7,4,1
1,3,영등포구,350,1664,285,8,0,16,24,9,2
1,3,용산구,697,1850,295,94,0,12,57,11,4
1,3,은평구,110,980,1031,0,0,0,18,2,2
1,3,종로구,95,851,571,1,0,27,26,4,0
1,3,중구,73,612,357,180,5,68,21,14,1
1,3,중랑구,62,351,0,40,1,1,11,1,0
1,4,강남구,175,1863,438,224,4,40,35,8,2
1,4,강동구,53,34,877,52,0,3,6,1,0
1,4,강북구,52,2086,1172,123,4,9,36,2,3
1,4,강서구,52,1162,227,122,3,44,26,14,10
1,4,관악구,0,777,98,15,0,0,0,0,2
1,4,광진구,125,707,262,0,0,23,24,1,0
1,4,구로구,0,834,92,23,0,9,6,8,5
1,4,금천구,5,453,335,229,11,24,3,7,3
1,4,노원구,59,1972,1625,84,0,17,82,19,4
1,4,도봉구,164,2073,2281,9,4,5,36,5,0
1,4,동대문구,181,1382,750,19,0,7,14,1,3
1,4,동작구,171,676,16,121,82,0,10,0,0
1,4,마포구,325,2773,1428,78,2,3,81,10,2
1,4,서대문구,5,110,922,2,0,0,0,0,0
1,4,서초구,381,4104,1338,301,6,7,140,25,5
1,4,성동구,338,1779,834,51,0,35,62,3,0
1,4,성북구,43,1500,915,37,0,38,39,10,0
1,4,송파구,88,1737,1232,138,7,7,36,14,3
1,4,양천구,155,1989,680,51,0,2,33,5,0
1,4,영등포구,246,2006,212,221,0,8,100,23,4
1,4,용산구,334,2611,1536,59,0,0,41,2,0
1,4,은평구,23,696,560,21,0,0,6,1,0
1,4,종로구,12,140,61,0,0,25,5,3,2
1,4,중구,0,0,0,0,0,0,0,0,0
1,4,중랑구,95,143,0,33,62,8,18,5,0
1,5,강남구,440,4954,2004,1369,1623,37,146,65,16
1,5,강동구,131,1854,4705,551,370,5,19,6,0
1,5,강북구,8,480,239,224,60,68,10,49,6
1,5,강서구,126,2734,654,255,14,56,48,32,13
1,5,관악구,40,2244,552,107,4,54,26,33,8
1,5,광진구,118,1440,559,61,1,6,58,10,4
1,5,구로구,70,2157,774,59,9,43,30,19,9
1,5,금천구,28,517,395,293,17,43,11,19,6
1,5,노원구,71,1073,853,96,9,70,32,38,15
1,5,도봉구,104,3795,5179,223,0,33,79,26,11
1,5,동대문구,209,1630,1476,144,11,6,31,16,5
1,5,동작구,23,1492,300,318,18,47,12,40,20
1,5,마포구,95,1996,2674,46,2,53,92,46,10
1,5,서대문구,3,211,18,45,5,50,4,20,3
1,5,서초구,301,3298,574,456,19,56,110,49,12
1,5,성동구,93,1226,213,15,0,6,55,5,4
1,5,성북구,16,192,32,77,102,51,6,28,3
1,5,송파구,133,1714,1013,1326,1679,49,27,70,20
1,5,양천구,87,3381,1627,142,5,20,34,10,4
1,5,영등포구,33,3384,575,993,232,104,82,39,10
1,5,용산구,86,2183,703,263,5,46,34,15,2
1,5,은평구,0,169,84,65,5,3,1,3,2
1,5,종로구,0,227,112,331,35,8,11,8,3
1,5,중구,16,994,426,157,5,38,91,40,9
1,5,중랑구,16,2101,722,188,175,19,67,19,4
1,6,강남구,380,4373,945,3251,1938,53,146,101,31
1,6,강동구,257,3142,5155,740,356,12,15,19,3
1,6,강북구,2,1956,1035,502,78,65,35,45,10
1,6,강서구,352,5811,2867,1128,509,133,164,101,23
1,6,관악구,21,3132,1060,252,3,119,46,43,15
1,6,광진구,22,748,87,78,2,7,18,14,3
1,6,구로구,70,3339,185,870,26,37,45,48,15
1,6,금천구,116,1584,67,830,49,4,14,9,4
1,6,노원구,243,1345,936,410,24,40,37,13,3
1,6,도봉구,21,1011,283,142,3,10,11,3,2
1,6,동대문구,125,2017,508,113,4,86,53,67,9
1,6,동작구,81,1880,488,271,14,19,28,10,9
1,6,마포구,235,2884,1052,347,35,84,94,71,16
1,6,서대문구,53,2260,1863,233,13,42,51,15,6
1,6,서초구,537,3259,813,3009,1132,151,126,106,20
1,6,성동구,262,1669,343,191,11,16,25,17,2
1,6,성북구,46,1335,544,308,41,137,52,73,10
1,6,송파구,179,3474,689,2515,1016,38,73,50,14
1,6,양천구,5,1114,468,332,120,72,5,38,9
1,6,영등포구,227,2085,410,874,21,263,44,108,32
1,6,용산구,235,3233,1517,265,19,26,72,26,12
1,6,은평구,60,1766,891,102,3,2,66,10,6
1,6,종로구,9,486,18,615,354,56,15,26,9
1,6,중구,12,4071,1620,549,122,85,148,92,34
1,6,중랑구,55,1414,330,101,17,63,22,73,4
1,7,강남구,148,4355,421,3897,2688,85,62,109,27
1,7,강동구,252,5262,3236,707,20,9,37,21,11
1,7,강북구,19,2602,1026,731,75,74,24,76,9
1,7,강서구,191,4328,1191,448,8,119,70,56,19
1,7,관악구,229,3912,1032,327,17,77,25,32,16
1,7,광진구,295,2094,3162,100,16,47,24,16,3
1,7,구로구,366,2934,142,524,35,175,27,55,12
1,7,금천구,132,1085,120,535,19,14,14,2,2
1,7,노원구,230,2172,1458,564,22,36,40,20,5
1,7,도봉구,47,2814,1385,351,8,11,33,10,6
1,7,동대문구,123,1473,511,290,2,83,15,72,8
1,7,동작구,71,2072,174,280,12,50,18,20,4
1,7,마포구,295,4151,1766,300,11,48,78,45,11
1,7,서대문구,51,3610,2099,152,5,67,112,41,11
1,7,서초구,1296,4570,3544,2220,1025,110,87,59,21
1,7,성동구,358,1443,249,558,23,38,49,14,3
1,7,성북구,208,2219,272,302,17,97,51,104,9
1,7,송파구,281,8211,3388,2956,2686,73,150,133,48
1,7,양천구,85,2462,920,175,7,75,34,41,9
1,7,영등포구,486,4886,1224,465,3,133,116,74,27
1,7,용산구,82,1857,362,133,17,60,31,18,7
1,7,은평구,2,801,401,145,4,10,16,3,1
1,7,종로구,6,1324,630,58,0,59,49,23,4
1,7,중구,116,415,100,307,221,96,10,33,9
1,7,중랑구,79,1327,1179,235,40,69,68,89,9
1,8,강남구,222,3692,684,1838,1831,24,95,38,14
1,8,강동구,272,4257,3064,1003,327,20,36,12,4
1,8,강북구,18,1379,2035,953,104,51,29,20,8
1,8,강서구,124,4729,1692,735,22,56,86,38,13
1,8,관악구,418,2862,1237,250,6,112,26,27,9
1,8,광진구,327,1682,2456,34,0,3,52,17,3
1,8,구로구,270,4665,1366,420,25,101,71,86,10
1,8,금천구,118,1236,87,738,30,25,6,5,6
1,8,노원구,150,2635,912,167,6,83,39,36,17
1,8,도봉구,5,3198,2053,194,1,27,24,12,7
1,8,동대문구,92,2000,1229,265,5,14,15,10,3
1,8,동작구,58,3885,1495,843,33,24,47,18,10
1,8,마포구,170,3749,1825,263,12,99,40,29,11
1,8,서대문구,53,4027,2499,408,25,90,93,48,14
1,8,서초구,454,7737,3928,2062,1174,49,136,45,19
1,8,성동구,157,3014,1787,137,4,8,38,7,7
1,8,성북구,62,1340,681,101,1,110,27,86,3
1,8,송파구,478,7334,3746,1789,1271,86,115,96,14
1,8,양천구,5,1396,249,295,21,79,14,39,18
1,8,영등포구,791,5012,2192,924,42,275,91,112,39
1,8,용산구,129,2813,651,252,12,33,33,13,2
1,8,은평구,2,84,3,48,2,21,1,2,0
1,8,종로구,9,704,221,147,15,148,15,78,11
1,8,중구,130,1880,857,200,20,29,81,25,5
1,8,중랑구,144,2672,1939,234,216,39,71,44,11
1,9,강남구,166,10162,5074,2822,2078,81,159,99,35
1,9,강동구,126,1881,542,703,158,20,19,19,3
1,9,강북구,4,591,320,727,54,46,6,11,8
1,9,강서구,368,5268,1216,782,35,99,94,73,20
1,9,관악구,1121,3452,793,418,22,273,25,57,17
1,9,광진구,594,2219,2188,124,20,37,51,31,6
1,9,구로구,28,2951,228,727,134,30,34,24,6
1,9,금천구,19,757,88,527,16,13,6,11,4
1,9,노원구,40,2632,2139,151,10,21,50,24,7
1,9,도봉구,33,2568,1057,1064,650,21,52,11,4
1,9,동대문구,52,1131,447,103,61,87,27,86,6
1,9,동작구,43,3835,2267,573,34,29,19,25,6
1,9,마포구,115,3309,1482,528,22,20,79,22,8
1,9,서대문구,23,4188,4010,323,35,55,87,49,3
1,9,서초구,214,5398,3566,2359,868,86,63,31,13
1,9,성동구,113,883,293,101,7,32,6,2,2
1,9,성북구,74,2647,910,380,56,104,57,95,17
1,9,송파구,198,4771,1612,2080,2047,45,64,73,17
1,9,양천구,73,2607,764,483,56,24,11,28,15
1,9,영등포구,163,4569,2058,1595,103,142,61,100,29
1,9,용산구,70,1463,519,164,5,32,47,12,1
1,9,은평구,20,1156,1059,425,74,6,16,1,1
1,9,종로구,1,1092,1048,516,55,31,14,23,5
1,9,중구,14,1903,965,167,22,38,52,25,9
1,9,중랑구,161,2123,724,145,63,94,56,149,14
1,10,강남구,206,7344,4057,3517,3496,100,126,110,38
1,10,강동구,36,3996,1928,915,356,37,60,37,8
1,10,강북구,7,3351,1740,841,143,66,50,68,4
1,10,강서구,600,4873,2040,742,24,63,136,55,11
1,10,관악구,786,3539,1865,368,9,262,29,81,20
1,10,광진구,138,1233,491,141,3,37,15,17,5
1,10,구로구,39,2863,236,254,6,46,39,22,4
1,10,금천구,0,401,146,148,5,31,8,8,2
1,10,노원구,288,5609,6997,324,11,19,71,14,8
1,10,도봉구,1,1192,214,473,72,3,22,21,9
1,10,동대문구,2,318,88,52,10,25,7,27,3
1,10,동작구,210,4493,1568,698,42,22,44,13,4
1,10,마포구,103,1553,834,456,29,90,28,26,8
1,10,서대문구,21,3254,1849,504,95,69,117,65,5
1,10,서초구,985,7086,4466,3446,1909,113,122,113,33
1,10,성동구,16,1189,153,179,37,34,20,6,5
1,10,성북구,38,2504,596,167,26,30,149,90,17
1,10,송파구,170,6645,3425,2194,1114,110,83,105,25
1,10,양천구,13,1884,427,612,47,80,36,61,22
1,10,영등포구,227,3395,946,912,29,160,49,106,32
1,10,용산구,58,1363,368,177,3,66,12,7,2
1,10,은평구,7,169,39,104,10,17,0,10,2
1,10,종로구,6,3322,1479,222,37,67,76,39,12
1,10,중구,22,2069,673,400,558,82,65,41,9
1,10,중랑구,58,646,293,90,35,66,25,73,8
1,11,강남구,39,6013,1623,2437,1785,73,103,113,22
1,11,강동구,20,2323,1013,451,15,10,17,12,2
1,11,강북구,0,1616,1012,628,63,22,12,8,5
1,11,강서구,412,8941,5848,1752,394,71,132,57,17
1,11,관악구,831,3885,1514,255,5,161,56,62,10
1,11,광진구,33,371,1904,65,3,4,12,6,3
1,11,구로구,11,2936,309,485,59,39,23,24,5
1,11,금천구,5,1127,154,619,27,13,9,2,2
1,11,노원구,53,3641,2931,237,34,57,46,36,14
1,11,도봉구,9,2051,2054,295,36,18,21,11,3
1,11,동대문구,2,1010,308,141,0,6,3,4,3
1,11,동작구,50,3129,1830,264,7,12,18,8,2
1,11,마포구,101,2882,1646,662,89,28,24,22,8
1,11,서대문구,4,2613,1707,356,15,60,38,26,6
1,11,서초구,2424,6538,3989,3441,4144,59,76,70,16
1,11,성동구,0,321,35,51,7,2,7,4,4
1,11,성북구,6,1387,736,227,14,103,14,84,5
1,11,송파구,79,6216,4264,1549,2395,75,40,82,13
1,11,양천구,2,2319,1559,982,834,53,30,53,23
1,11,영등포구,84,2486,671,905,95,118,49,71,23
1,11,용산구,95,2227,1263,93,15,41,27,20,5
1,11,은평구,4,138,9,90,6,20,1,0,1
1,11,종로구,1,1878,470,279,14,28,44,17,3
1,11,중구,3,1188,438,235,14,35,42,26,10
1,11,중랑구,11,451,28,79,6,59,23,106,10
1,12,강남구,65,7024,2403,2674,3963,102,217,122,29
1,12,강동구,125,3295,754,757,208,10,34,22,9
1,12,강북구,3,3227,2794,375,48,71,30,46,5
1,12,강서구,35,3097,2419,1718,842,20,47,38,17
1,12,관악구,685,2578,319,416,34,52,47,43,9
1,12,광진구,81,1526,426,123,43,36,9,30,5
1,12,구로구,49,3707,1550,455,55,104,72,89,9
1,12,금천구,92,1110,124,631,24,28,5,12,2
1,12,노원구,138,2793,2702,221,21,62,67,52,23
1,12,도봉구,2,2173,883,248,27,12,17,6,4
1,12,동대문구,9,289,31,79,9,52,2,15,1
1,12,동작구,48,2065,953,1436,46,11,8,8,2
1,12,마포구,18,4200,3172,457,41,52,51,23,9
1,12,서대문구,69,2054,1186,164,10,38,53,17,3
1,12,서초구,78,5025,2191,4420,4067,29,99,49,10
1,12,성동구,91,1844,152,297,55,19,34,10,1
1,12,성북구,11,2240,1136,296,48,80,51,60,9
1,12,송파구,147,8762,7616,2020,1579,97,102,131,27
1,12,양천구,46,1434,476,1343,1452,53,13,43,21
1,12,영등포구,142,3953,2032,2067,169,115,57,88,23
1,12,용산구,81,2998,916,608,105,23,38,13,2
1,12,은평구,9,531,265,68,4,11,5,2,0
1,12,종로구,14,2357,1264,380,58,34,12,14,5
1,12,중구,0,2601,1803,152,2,14,69,17,7
1,12,중랑구,2,116,2,36,4,41,12,52,12
1,13,강남구,51,4074,2533,2568,2847,57,81,60,16
1,13,강동구,23,2759,1814,504,245,10,46,13,9
1,13,강북구,11,2749,4876,518,86,47,43,30,6
1,13,강서구,66,2968,143,2378,971,38,48,45,16
1,13,관악구,548,1169,460,1006,398,76,6,32,8
1,13,광진구,95,2312,1128,614,856,22,22,13,8
1,13,구로구,15,4361,963,355,57,26,34,18,6
1,13,금천구,102,625,234,860,459,73,6,17,2
1,13,노원구,6,2322,1922,116,30,42,24,29,14
1,13,도봉구,4,1239,913,188,2,16,11,12,2
1,13,동대문구,63,1986,897,35,4,100,34,78,6
1,13,동작구,25,2245,1140,218,7,16,14,7,4
1,13,마포구,110,1679,989,511,46,29,26,25,11
1,13,서대문구,2,3518,1176,118,14,63,54,17,9
1,13,서초구,180,4535,3724,4160,3033,34,110,42,12
1,13,성동구,39,1090,307,36,1,0,22,2,0
1,13,성북구,45,2769,1313,903,677,94,60,60,7
1,13,송파구,106,5796,5928,2171,1687,109,89,133,24
1,13,양천구,2,1156,481,869,429,42,8,30,15
1,13,영등포구,109,2943,1735,1087,315,80,57,57,22
1,13,용산구,15,1198,149,772,229,21,24,16,3
1,13,은평구,3,1085,2101,235,30,23,14,11,5
1,13,종로구,7,3151,1815,356,17,50,73,52,10
1,13,중구,2,3309,2387,562,353,52,83,33,6
1,13,중랑구,176,699,63,63,12,136,38,176,11
1,14,강남구,41,6196,3669,3191,4048,70,58,69,17
1,14,강동구,79,4026,2978,515,332,12,36,6,1
1,14,강북구,0,1818,899,489,71,54,13,18,7
1,14,강서구,81,4564,1872,1581,160,46,76,54,13
1,14,관악구,468,3811,1429,423,20,161,31,36,9
1,14,광진구,40,1506,285,169,3562,25,24,15,5
1,14,구로구,339,2508,199,387,20,94,36,46,11
1,14,금천구,93,523,354,136,4,37,6,11,1
1,14,노원구,51,3799,4210,35,7,36,37,10,1
1,14,도봉구,10,4062,2004,1053,805,24,37,14,3
1,14,동대문구,70,1918,1855,1847,533,34,20,28,4
1,14,동작구,50,3080,1852,1749,220,38,45,68,13
1,14,마포구,63,1073,646,464,46,66,21,34,15
1,14,서대문구,9,690,328,219,3,119,7,27,9
1,14,서초구,301,4082,2913,3831,3645,122,49,47,16
1,14,성동구,76,2214,352,183,39,3,6,5,2
1,14,성북구,25,1985,2135,201,29,158,23,122,14
1,14,송파구,116,4816,2926,2386,3650,44,49,63,17
1,14,양천구,63,1781,806,306,21,21,10,15,6
1,14,영등포구,41,3528,1410,2553,495,207,45,134,44
1,14,용산구,48,4348,1567,821,210,56,49,30,10
1,14,은평구,1,640,241,770,382,8,10,6,4
1,14,종로구,2,1177,738,1110,1016,91,31,31,13
1,14,중구,0,1524,454,562,400,45,27,43,12
1,14,중랑구,11,80,0,245,149,64,12,89,5
1,15,강남구,45,2989,1428,4838,4099,51,29,55,23
1,15,강동구,118,5771,3326,591,260,17,48,22,7
1,15,강북구,5,3528,1942,448,44,114,48,89,13
1,15,강서구,118,3978,1159,623,57,23,72,39,17
1,15,관악구,681,2505,1113,480,378,274,60,109,22
1,15,광진구,155,2348,2231,454,520,13,34,7,4
1,15,구로구,47,3081,268,817,85,21,42,24,9
1,15,금천구,119,1804,511,1207,445,36,39,19,9
1,15,노원구,9,2215,2658,39,1,78,51,51,21
1,15,도봉구,2,2435,1822,159,1,16,49,18,3
1,15,동대문구,42,908,83,1716,236,9,24,15,4
1,15,동작구,55,1401,375,761,203,17,23,21,7
1,15,마포구,49,2088,1080,967,466,60,34,44,12
1,15,서대문구,12,2333,2033,560,177,20,88,61,11
1,15,서초구,74,2006,1087,3253,2587,99,55,61,15
1,15,성동구,5,782,35,354,35,6,6,4,3
1,15,성북구,14,929,231,168,15,93,14,54,10
1,15,송파구,114,2750,1592,2427,1889,29,38,29,8
1,15,양천구,1,1861,1087,539,76,39,11,48,19
1,15,영등포구,92,3944,1214,2152,424,148,56,76,30
1,15,용산구,36,840,401,293,90,118,11,49,12
1,15,은평구,4,1603,1190,813,357,2,42,6,1
1,15,종로구,22,3657,3534,1401,733,81,79,54,15
1,15,중구,3,1738,1533,293,72,69,36,23,5
1,15,중랑구,10,315,17,422,158,51,14,93,3
1,16,강남구,36,3649,744,3321,2193,82,56,84,36
1,16,강동구,145,5266,3076,504,60,1,58,13,1
1,16,강북구,11,3126,2102,677,72,87,91,89,6
1,16,강서구,43,4255,575,780,33,44,39,64,16
1,16,관악구,2,3199,1496,431,143,85,40,28,14
1,16,광진구,210,1709,1035,526,59,17,10,11,7
1,16,구로구,17,2790,238,1135,223,53,53,76,16
1,16,금천구,6,906,180,655,694,8,7,7,1
1,16,노원구,27,2908,1636,98,1,89,46,54,22
1,16,도봉구,3,1555,2264,187,3,34,24,21,4
1,16,동대문구,5,1259,746,98,12,121,67,98,10
1,16,동작구,36,2873,704,1594,403,52,48,28,4
1,16,마포구,39,3027,2288,593,31,90,61,35,7
1,16,서대문구,19,1128,1245,133,7,38,12,14,4
1,16,서초구,288,4762,2955,2901,2250,70,68,44,13
1,16,성동구,19,536,74,236,15,28,5,3,0
1,16,성북구,19,2361,1737,15,1,154,86,155,12
1,16,송파구,27,3822,1413,1836,1932,61,35,43,9
1,16,양천구,22,1419,803,477,72,117,13,52,16
1,16,영등포구,85,3430,1723,1071,439,210,45,111,44
1,16,용산구,37,395,94,1321,1454,75,16,16,5
1,16,은평구,6,263,280,643,323,14,4,5,2
1,16,종로구,9,2031,1623,1507,921,100,28,43,11
1,16,중구,2,1726,1331,1125,879,44,33,26,13
1,16,중랑구,14,724,529,665,346,57,39,59,6
1,17,강남구,31,4734,1749,4543,4926,42,63,85,17
1,17,강동구,147,2534,5618,655,378,8,16,18,6
1,17,강북구,7,3142,1764,274,43,78,33,61,9
1,17,강서구,437,3350,2329,459,18,54,133,69,20
1,17,관악구,17,2149,274,206,4,1,5,8,5
1,17,광진구,67,1965,661,373,31,21,36,12,5
1,17,구로구,15,2885,228,436,25,20,43,25,7
1,17,금천구,4,1098,157,465,36,9,16,3,1
1,17,노원구,10,2102,2814,56,3,75,12,40,11
1,17,도봉구,3,1703,3682,1033,951,33,24,18,6
1,17,동대문구,46,680,462,90,1,140,8,127,4
1,17,동작구,26,2215,636,196,4,9,21,15,2
1,17,마포구,57,1816,2002,360,41,90,13,44,13
1,17,서대문구,6,1580,2068,208,13,78,13,14,1
1,17,서초구,80,3494,2639,3841,3441,34,11,24,5
1,17,성동구,33,954,124,43,16,2,3,4,5
1,17,성북구,4,2413,2730,210,24,86,30,90,12
1,17,송파구,69,3674,2033,2832,1872,48,36,44,16
1,17,양천구,35,1452,394,476,64,93,15,55,19
1,17,영등포구,204,2429,540,1187,169,130,50,86,20
1,17,용산구,137,2686,407,1049,538,23,27,27,9
1,17,은평구,10,628,983,700,230,0,11,4,1
1,17,종로구,2,891,658,1067,357,78,18,19,5
1,17,중구,0,2064,2013,595,283,24,25,13,5
1,17,중랑구,7,263,568,596,74,107,10,113,5
1,18,강남구,128,3904,1681,5308,3850,81,67,92,19
1,18,강동구,175,5939,6668,643,10,23,51,22,6
1,18,강북구,20,2819,2010,802,205,90,39,66,10
1,18,강서구,274,4675,4585,542,28,55,113,45,18
1,18,관악구,6,2018,788,379,23,16,12,5,2
1,18,광진구,122,986,95,272,10,77,7,22,8
1,18,구로구,3,3753,371,675,177,25,32,28,9
1,18,금천구,0,940,102,259,8,6,9,3,1
1,18,노원구,4,208,12,192,11,84,14,48,8
1,18,도봉구,22,2132,1989,248,37,48,26,24,9
1,18,동대문구,13,1429,624,396,297,27,19,6,4
1,18,동작구,13,2346,755,327,13,36,4,10,3
1,18,마포구,92,4996,4411,343,26,35,61,37,16
1,18,서대문구,5,2054,2885,95,3,22,39,28,5
1,18,서초구,716,4769,2200,3144,1962,86,59,52,19
1,18,성동구,61,2038,208,749,153,34,46,24,6
1,18,성북구,24,3142,5172,197,23,84,32,76,11
1,18,송파구,74,2108,331,4186,3017,66,27,46,15
1,18,양천구,0,882,374,187,11,26,4,11,5
1,18,영등포구,68,3460,2574,1316,477,158,55,80,22
1,18,용산구,54,2113,863,1156,108,56,42,33,8
1,18,은평구,0,917,959,415,1839,0,7,7,2
1,18,종로구,3,1894,1461,709,284,65,23,27,9
1,18,중구,112,655,58,1243,1990,53,7,16,5
1,18,중랑구,14,936,1637,869,260,91,25,95,18
1,19,강남구,82,3905,1934,3554,3165,85,123,99,31
1,19,강동구,54,3133,3698,724,362,5,40,13,5
1,19,강북구,8,1628,900,636,76,12,14,6,3
1,19,강서구,221,5598,1343,917,33,53,125,59,16
1,19,관악구,9,3427,1057,330,11,38,20,12,2
1,19,광진구,155,1653,522,299,7,42,20,15,3
1,19,구로구,16,2868,388,479,124,19,31,14,5
1,19,금천구,4,1136,2899,647,19,21,26,4,4
1,19,노원구,30,712,309,22,1,76,10,22,9
1,19,도봉구,0,690,91,169,1,45,7,8,6
1,19,동대문구,63,1724,1017,182,14,69,33,84,10
1,19,동작구,62,4408,3061,1045,147,13,26,16,8
1,19,마포구,23,1996,695,540,20,62,42,27,8
1,19,서대문구,31,2991,648,152,19,59,17,18,5
1,19,서초구,228,4725,3252,3172,2278,113,80,83,19
1,19,성동구,13,1846,730,24,4,6,7,3,1
1,19,성북구,28,3233,4386,210,21,96,38,90,15
1,19,송파구,138,3252,1558,1472,1126,38,31,18,8
1,19,양천구,58,1778,1139,220,5,23,13,16,7
1,19,영등포구,163,2985,1463,1397,544,96,69,71,24
1,19,용산구,50,2450,402,830,77,59,21,24,9
1,19,은평구,0,1390,2430,864,362,9,9,2,2
1,19,종로구,36,3891,2428,1299,470,90,46,51,18
1,19,중구,240,2997,767,711,297,99,92,68,21
1,19,중랑구,131,1830,783,528,237,23,22,48,4
1,20,강남구,98,5837,5100,5439,2961,44,106,115,20
1,20,강동구,131,2348,847,552,9,12,35,21,3
1,20,강북구,3,2102,2177,501,31,116,26,87,8
